t,i,x,x',x'',e(t),integral(e(t)),d(e(t))/dt
2.62,1.01079,5.00416,-0.0720279,-0.196113,-0.00484885,0.00308486,0.065734
2.63,1.00662,5.00344,-0.0739891,-0.116673,-0.00415612,0.00303637,0.0692732
2.64,1.00247,5.0027,-0.0751558,-0.0379669,-0.00343584,0.00299481,0.0720279
2.65,0.998386,5.00194,-0.0755355,0.0392306,-0.00269595,0.00296045,0.0739891
2.66,0.994397,5.00119,-0.0751431,0.114187,-0.00194439,0.00293349,0.0751558
2.67,0.990547,5.00044,-0.0740013,0.186218,-0.00118904,0.00291405,0.0755355
2.68,0.986869,4.9997,-0.0721391,0.254692,-0.000437606,0.00290216,0.0751431
2.69,0.983398,4.99898,-0.0695922,0.319033,0.000302407,0.00289778,0.0740013
2.7,0.980163,4.99828,-0.0664018,0.378724,0.0010238,0.0029008,0.0721391
2.71,0.977192,4.99762,-0.0626146,0.433306,0.00171972,0.00291104,0.0695922
2.72,0.974508,4.99699,-0.0582815,0.482385,0.00238374,0.00292824,0.0664018
2.73,0.972132,4.99641,-0.0534577,0.525626,0.00300988,0.00295208,0.0626146
2.74,0.970082,4.99587,-0.0482014,0.562759,0.0035927,0.00298217,0.0582815
2.75,0.96837,4.99539,-0.0425738,0.593574,0.00412728,0.0030181,0.0534577
2.76,0.967007,4.99496,-0.0366381,0.617924,0.00460929,0.00305937,0.0482014
2.77,0.966,4.9946,-0.0304589,0.635721,0.00503503,0.00310547,0.0425738
2.78,0.96535,4.99429,-0.0241017,0.646937,0.00540141,0.00315582,0.0366381
2.79,0.965057,4.99405,-0.0176323,0.651604,0.005706,0.00320983,0.0304589
2.8,0.965118,4.99388,-0.0111163,0.649806,0.00594702,0.00326689,0.0241017
2.81,0.965524,4.99377,-0.00461819,0.641687,0.00612334,0.00332636,0.0176323
2.82,0.966265,4.99372,0.00179868,0.627439,0.0062345,0.0033876,0.0111163
2.83,0.967328,4.99374,0.00807307,0.607308,0.00628068,0.00344994,0.00461819
2.84,0.968695,4.99382,0.0141461,0.581587,0.0062627,0.00351275,-0.00179868
2.85,0.970347,4.99396,0.019962,0.550615,0.00618197,0.00357537,-0.00807307
2.86,0.972263,4.99416,0.0254682,0.514773,0.0060405,0.00363719,-0.0141461
2.87,0.974418,4.99441,0.0306159,0.474484,0.00584088,0.0036976,-0.019962
2.88,0.976787,4.99472,0.0353607,0.430206,0.0055862,0.00375601,-0.0254682
2.89,0.979342,4.99507,0.0396628,0.382429,0.00528004,0.00381187,-0.0306159
2.9,0.982053,4.99547,0.0434871,0.331671,0.00492644,0.00386467,-0.0353607
2.91,0.984892,4.99591,0.0468038,0.278476,0.00452981,0.00391393,-0.0396628
2.92,0.987827,4.99637,0.0495886,0.223405,0.00409494,0.00395923,-0.0434871
2.93,0.990826,4.99687,0.0518226,0.167033,0.0036269,0.00400018,-0.0468038
2.94,0.993859,4.99739,0.0534929,0.109944,0.00313101,0.00403645,-0.0495886
2.95,0.996894,4.99792,0.0545924,0.0527228,0.00261279,0.00406776,-0.0518226
2.96,0.9999,4.99847,0.0551196,-0.00404782,0.00207786,0.00409389,-0.0534929
2.97,1.00285,4.99902,0.0550791,-0.0597954,0.00153193,0.00411467,-0.0545924
2.98,1.00571,4.99957,0.0544812,-0.113963,0.000980738,0.00412999,-0.0551196
2.99,1.00845,5.00011,0.0533416,-0.166016,0.000429947,0.00413979,-0.0550791
3,1.01106,5.00065,0.0516814,-0.215447,-0.000114865,0.00414409,-0.0544812
3.01,1.0135,5.00117,0.0495269,-0.261783,-0.000648281,0.00414295,-0.0533416
3.02,1.01575,5.00166,0.0469091,-0.304588,-0.00116509,0.00413646,-0.0516814
3.03,1.01779,5.00213,0.0438632,-0.343471,-0.00166036,0.00412481,-0.0495269
3.04,1.01962,5.00257,0.0404285,-0.378089,-0.00212945,0.00410821,-0.0469091
3.05,1.0212,5.00297,0.0366476,-0.408149,-0.00256809,0.00408691,-0.0438632
3.06,1.02254,5.00334,0.0325661,-0.433414,-0.00297237,0.00406123,-0.0404285
3.07,1.02362,5.00366,0.028232,-0.453704,-0.00333885,0.00403151,-0.0366476
3.08,1.02444,5.00395,0.0236949,-0.468897,-0.00366451,0.00399812,-0.0325661
3.09,1.02498,5.00418,0.019006,-0.478928,-0.00394683,0.00396148,-0.028232
3.1,1.02527,5.00437,0.0142167,-0.483792,-0.00418378,0.00392201,-0.0236949
3.11,1.02528,5.00452,0.00937877,-0.483542,-0.00437384,0.00388017,-0.019006
3.12,1.02504,5.00461,0.00454335,-0.478287,-0.004516,0.00383643,-0.0142167
3.13,1.02455,5.00466,-0.00023952,-0.468187,-0.00460979,0.00379127,-0.00937877
3.14,1.02381,5.00465,-0.00492139,-0.453454,-0.00465523,0.00374517,-0.00454335
3.15,1.02285,5.0046,-0.00945592,-0.434345,-0.00465283,0.00369862,0.00023952
3.16,1.02167,5.00451,-0.0137994,-0.41116,-0.00460362,0.00365209,0.00492139
3.17,1.02029,5.00437,-0.017911,-0.384235,-0.00450906,0.00360606,0.00945592
3.18,1.01874,5.00419,-0.0217533,-0.35394,-0.00437106,0.00356097,0.0137994
3.19,1.01703,5.00397,-0.0252927,-0.320669,-0.00419195,0.00351725,0.017911
3.2,1.01517,5.00372,-0.0284994,-0.284841,-0.00397442,0.00347534,0.0217533
3.21,1.01321,5.00344,-0.0313478,-0.246887,-0.00372149,0.00343559,0.0252927
3.22,1.01114,5.00312,-0.0338167,-0.207251,-0.0034365,0.00339838,0.0284994
3.23,1.00901,5.00278,-0.0358892,-0.166382,-0.00312302,0.00336401,0.0313478
3.24,1.00683,5.00243,-0.037553,-0.12473,-0.00278485,0.00333278,0.0338167
3.25,1.00462,5.00205,-0.0388003,-0.0827393,-0.00242596,0.00330493,0.0358892
3.26,1.00241,5.00166,-0.0396277,-0.0408442,-0.00205043,0.00328067,0.037553
3.27,1.00023,5.00127,-0.0400362,0.00053269,-0.00166243,0.00326017,0.0388003
3.28,0.998081,5.00087,-0.0400308,0.0409868,-0.00126615,0.00324354,0.0396277
3.29,0.995999,5.00047,-0.039621,0.0801341,-0.00086579,0.00323088,0.0400362
3.3,0.993999,5.00007,-0.0388196,0.117614,-0.000465482,0.00322222,0.0400308
3.31,0.9921,4.99968,-0.0376435,0.153094,-6.93E-05,0.00321757,0.039621
3.32,0.99032,4.9993,-0.0361125,0.186267,0.000318924,0.00321688,0.0388196
3.33,0.988673,4.99894,-0.0342499,0.216859,0.000695359,0.00322007,0.0376435
3.34,0.987172,4.9986,-0.0320813,0.244628,0.00105648,0.00322702,0.0361125
3.35,0.985831,4.99828,-0.029635,0.269366,0.00139898,0.00323758,0.0342499
3.36,0.98466,4.99798,-0.0269413,0.290895,0.0017198,0.00325157,0.0320813
3.37,0.983665,4.99771,-0.0240324,0.309078,0.00201615,0.00326877,0.029635
3.38,0.982855,4.99747,-0.0209416,0.323808,0.00228556,0.00328893,0.0269413
3.39,0.982233,4.99726,-0.0177035,0.335015,0.00252588,0.00331179,0.0240324
3.4,0.981801,4.99709,-0.0143534,0.342664,0.0027353,0.00333705,0.0209416
3.41,0.981561,4.99694,-0.0109267,0.346752,0.00291233,0.0033644,0.0177035
3.42,0.981511,4.99683,-0.00745923,0.347313,0.00305587,0.00339352,0.0143534
3.43,0.981647,4.99676,-0.0039861,0.34441,0.00316514,0.00342408,0.0109267
3.44,0.981964,4.99672,-0.000541995,0.33814,0.00323973,0.00345573,0.00745923
3.45,0.982456,4.99671,0.0028394,0.328627,0.00327959,0.00348813,0.0039861
3.46,0.983114,4.99674,0.00612567,0.316026,0.00328501,0.00352093,0.000541995
3.47,0.983929,4.9968,0.00928593,0.300518,0.00325662,0.00355378,-0.0028394
3.48,0.98489,4.9969,0.0122911,0.282308,0.00319536,0.00358634,-0.00612567
3.49,0.985983,4.99702,0.0151142,0.261623,0.0031025,0.0036183,-0.00928593
3.5,0.987195,4.99717,0.0177304,0.238712,0.00297959,0.00364932,-0.0122911
3.51,0.988513,4.99735,0.0201175,0.21384,0.00282845,0.00367912,-0.0151142
3.52,0.98992,4.99755,0.0222559,0.187288,0.00265114,0.0037074,-0.0177304
3.53,0.9914,4.99777,0.0241288,0.15935,0.00244997,0.00373391,-0.0201175
3.54,0.992938,4.99801,0.0257223,0.130328,0.00222741,0.00375841,-0.0222559
3.55,0.994517,4.99827,0.0270256,0.100532,0.00198612,0.00378069,-0.0241288
3.56,0.99612,4.99854,0.0280309,0.0702735,0.0017289,0.00380055,-0.0257223
3.57,0.99773,4.99882,0.0287337,0.0398662,0.00145864,0.00381784,-0.0270256
3.58,0.999331,4.99911,0.0291323,0.00962,0.00117833,0.00383242,-0.0280309
3.59,1.00091,4.9994,0.0292285,-0.0201609,0.000890995,0.00384421,-0.0287337
3.6,1.00244,4.99969,0.0290269,-0.0491815,0.000599672,0.00385312,-0.0291323
3.61,1.00392,4.99998,0.0285351,-0.0771588,0.000307386,0.00385911,-0.0292285
3.62,1.00533,5.00027,0.0277635,-0.103825,1.71E-05,0.00386219,-0.0290269
3.63,1.00666,5.00055,0.0267253,-0.128929,-0.000268233,0.00386236,-0.0285351
3.64,1.0079,5.00081,0.025436,-0.15224,-0.000545868,0.00385968,-0.0277635
3.65,1.00903,5.00107,0.0239136,-0.173551,-0.000813121,0.00385422,-0.0267253
3.66,1.01004,5.00131,0.0221781,-0.192679,-0.00106748,0.00384609,-0.025436
3.67,1.01093,5.00153,0.0202513,-0.209465,-0.00130662,0.00383541,-0.0239136
3.68,1.0117,5.00173,0.0181566,-0.22378,-0.0015284,0.00382235,-0.0221781
3.69,1.01232,5.00191,0.0159188,-0.235522,-0.00173091,0.00380706,-0.0202513
3.7,1.01281,5.00207,0.0135636,-0.244619,-0.00191248,0.00378975,-0.0181566
3.71,1.01317,5.00221,0.0111174,-0.251027,-0.00207166,0.00377063,-0.0159188
3.72,1.01337,5.00232,0.00860713,-0.254734,-0.0022073,0.00374991,-0.0135636
3.73,1.01344,5.0024,0.0060598,-0.255755,-0.00231847,0.00372784,-0.0111174
3.74,1.01337,5.00247,0.00350225,-0.254133,-0.00240454,0.00370465,-0.00860713
3.75,1.01317,5.0025,0.000960919,-0.249941,-0.00246514,0.00368061,-0.0060598
3.76,1.01284,5.00251,-0.00153849,-0.243274,-0.00250017,0.00365596,-0.00350225
3.77,1.01238,5.00249,-0.00397123,-0.234254,-0.00250977,0.00363096,-0.000960919
3.78,1.0118,5.00245,-0.00631377,-0.223025,-0.00249439,0.00360586,0.00153849
3.79,1.01112,5.00239,-0.00854402,-0.209749,-0.00245468,0.00358091,0.00397123
3.8,1.01034,5.00231,-0.0106415,-0.194609,-0.00239154,0.00355637,0.00631377
3.81,1.00947,5.0022,-0.0125876,-0.1778,-0.0023061,0.00353245,0.00854402
3.82,1.00852,5.00207,-0.0143656,-0.159532,-0.00219968,0.00350939,0.0106415
3.83,1.0075,5.00193,-0.0159609,-0.140025,-0.00207381,0.00348739,0.0125876
3.84,1.00643,5.00177,-0.0173612,-0.119507,-0.00193015,0.00346666,0.0143656
3.85,1.00532,5.0016,-0.0185562,-0.0982095,-0.00177054,0.00344735,0.0159609
3.86,1.00417,5.00141,-0.0195383,-0.0763671,-0.00159693,0.00342965,0.0173612
3.87,1.003,5.00122,-0.020302,-0.0542145,-0.00141137,0.00341368,0.0185562
3.88,1.00183,5.00101,-0.0208442,-0.0319836,-0.00121599,0.00339957,0.0195383
3.89,1.00067,5.0008,-0.021164,-0.00990134,-0.00101297,0.00338741,0.020302
3.9,0.999516,5.00059,-0.021263,0.0118123,-0.000804524,0.00337728,0.0208442
3.91,0.998395,5.00038,-0.0211449,0.0329466,-0.000592884,0.00336923,0.021164
3.92,0.997312,5.00017,-0.0208154,0.0533016,-0.000380254,0.0033633,0.021263
3.93,0.996279,4.99996,-0.0202824,0.0726901,-0.000168805,0.0033595,0.0211449
3.94,0.995304,4.99976,-0.0195555,0.090939,3.93E-05,0.00335781,0.0208154
3.95,0.994397,4.99956,-0.0186461,0.107891,0.000242173,0.00335821,0.0202824
3.96,0.993564,4.99938,-0.0175672,0.123404,0.000437728,0.00336063,0.0195555
3.97,0.992813,4.9992,-0.0163332,0.137354,0.000624189,0.003365,0.0186461
3.98,0.99215,4.99904,-0.0149596,0.149637,0.000799861,0.00337125,0.0175672
3.99,0.991579,4.99889,-0.0134632,0.160165,0.000963192,0.00337925,0.0163332
4,0.991105,4.99875,-0.0118616,0.168871,0.00111279,0.00338888,0.0149596
4.01,0.99073,4.99863,-0.0101729,0.175706,0.00124742,0.0034,0.0134632
4.02,0.990456,4.99853,-0.00841582,0.180641,0.00136604,0.00341248,0.0118616
4.03,0.990284,4.99845,-0.00660942,0.183665,0.00146777,0.00342614,0.0101729
4.04,0.990213,4.99838,-0.00477277,0.184787,0.00155192,0.00344082,0.00841582
4.05,0.990242,4.99833,-0.0029249,0.184035,0.00161802,0.00345634,0.00660942
4.06,0.990369,4.99831,-0.00108455,0.181452,0.00166575,0.00347252,0.00477277
4.07,0.990591,4.99829,0.000729973,0.177101,0.00169499,0.00348917,0.0029249
4.08,0.990903,4.9983,0.00250099,0.17106,0.00170584,0.00350612,0.00108455
4.09,0.991301,4.99833,0.00421158,0.16342,0.00169854,0.00352318,-0.000729973
4.1,0.991779,4.99837,0.00584579,0.15429,0.00167353,0.00354017,-0.00250099
4.11,0.99233,4.99843,0.00738868,0.143787,0.00163141,0.0035569,-0.00421158
4.12,0.992947,4.9985,0.00882655,0.132043,0.00157296,0.00357322,-0.00584579
4.13,0.993623,4.99859,0.010147,0.1192,0.00149907,0.00358895,-0.00738868
4.14,0.994351,4.99869,0.011339,0.105404,0.0014108,0.00360394,-0.00882655
4.15,0.995121,4.9988,0.012393,0.0908141,0.00130933,0.00361805,-0.010147
4.16,0.995925,4.99893,0.0133012,0.0755899,0.00119594,0.00363114,-0.011339
4.17,0.996754,4.99906,0.0140571,0.0598965,0.00107201,0.0036431,-0.012393
4.18,0.9976,4.9992,0.014656,0.0439009,0.000939003,0.00365382,-0.0133012
4.19,0.998453,4.99935,0.015095,0.02777,0.000798432,0.00366321,-0.0140571
4.2,0.999305,4.9995,0.0153727,0.0116693,0.000651872,0.00367119,-0.014656
4.21,1.00015,4.99965,0.0154894,-0.00423858,0.000500921,0.00367771,-0.015095
4.22,1.00097,4.99981,0.0154471,-0.019796,0.000347194,0.00368272,-0.0153727
4.23,1.00177,4.99996,0.0152491,-0.0348514,0.0001923,0.00368619,-0.0154894
4.24,1.00253,5.00011,0.0149006,-0.0492609,3.78E-05,0.00368812,-0.0154471
4.25,1.00325,5.00026,0.014408,-0.06289,-0.000114662,0.00368849,-0.0152491
4.26,1.00393,5.00041,0.0137791,-0.0756143,-0.000263668,0.00368735,-0.0149006
4.27,1.00455,5.00055,0.0130229,-0.087321,-0.000407747,0.00368471,-0.014408
4.28,1.00512,5.00068,0.0121497,-0.0979098,-0.000545538,0.00368063,-0.0137791
4.29,1.00562,5.0008,0.0111706,-0.107294,-0.000675767,0.00367518,-0.0130229
4.3,1.00605,5.00091,0.0100977,-0.1154,-0.000797264,0.00366842,-0.0121497
4.31,1.00641,5.00101,0.00894368,-0.122171,-0.00090897,0.00366045,-0.0111706
4.32,1.0067,5.0011,0.00772197,-0.127562,-0.00100995,0.00365136,-0.0100977
4.33,1.00692,5.00118,0.00644635,-0.131546,-0.00109938,0.00364126,-0.00894368
4.34,1.00706,5.00124,0.00513089,-0.13411,-0.0011766,0.00363026,-0.00772197
4.35,1.00713,5.00129,0.00378979,-0.135256,-0.00124107,0.0036185,-0.00644635
4.36,1.00713,5.00133,0.00243724,-0.135,-0.00129238,0.00360609,-0.00513089
4.37,1.00705,5.00135,0.00108723,-0.133375,-0.00133027,0.00359316,-0.00378979
4.38,1.0069,5.00137,-0.000246513,-0.130423,-0.00135465,0.00357986,-0.00243724
4.39,1.00669,5.00136,-0.00155075,-0.126204,-0.00136552,0.00356631,-0.00108723
4.4,1.00641,5.00135,-0.00281279,-0.120786,-0.00136305,0.00355266,0.000246513
4.41,1.00607,5.00132,-0.00402065,-0.11425,-0.00134755,0.00353903,0.00155075
4.42,1.00568,5.00128,-0.00516315,-0.106686,-0.00131942,0.00352555,0.00281279
4.43,1.00524,5.00123,-0.00623001,-0.0981924,-0.00127921,0.00351236,0.00402065
4.44,1.00476,5.00117,-0.00721193,-0.0888762,-0.00122758,0.00349957,0.00516315
4.45,1.00423,5.00109,-0.00810069,-0.0788496,-0.00116528,0.00348729,0.00623001
4.46,1.00368,5.00101,-0.00888919,-0.0682298,-0.00109316,0.00347564,0.00721193
4.47,1.00309,5.00092,-0.00957149,-0.0571375,-0.00101215,0.00346471,0.00810069
4.48,1.00249,5.00083,-0.0101429,-0.0456956,-0.000923262,0.00345459,0.00888919
4.49,1.00188,5.00073,-0.0105998,-0.0340277,-0.000827547,0.00344535,0.00957149
4.5,1.00126,5.00062,-0.0109401,-0.022257,-0.000726118,0.00343708,0.0101429
4.51,1.00064,5.00051,-0.0111627,-0.0105049,-0.00062012,0.00342982,0.0105998
4.52,1.00002,5.0004,-0.0112677,0.00111004,-0.000510719,0.00342362,0.0109401
4.53,0.999421,5.00029,-0.0112566,0.0124734,-0.000399093,0.00341851,0.0111627
4.54,0.998837,5.00017,-0.0111319,0.0234757,-0.000286416,0.00341452,0.0112677
4.55,0.998277,5.00006,-0.0108971,0.0340138,-0.000173849,0.00341165,0.0112566
4.56,0.997745,4.99995,-0.010557,0.0439912,-6.25E-05,0.00340991,0.0111319
4.57,0.997247,4.99985,-0.0101171,0.0533194,4.64E-05,0.00340929,0.0108971
4.58,0.996788,4.99975,-0.00958388,0.0619182,0.00015201,0.00340975,0.010557
4.59,0.99637,4.99965,-0.0089647,0.0697165,0.000253181,0.00341127,0.0101171
4.6,0.995997,4.99956,-0.00826753,0.0766527,0.00034902,0.00341381,0.00958388
4.61,0.995672,4.99948,-0.00750101,0.082675,0.000438667,0.0034173,0.0089647
4.62,0.995398,4.9994,-0.00667426,0.087742,0.000521342,0.00342168,0.00826753
4.63,0.995175,4.99934,-0.00579683,0.0918225,0.000596352,0.0034269,0.00750101
4.64,0.995006,4.99928,-0.00487861,0.0948957,0.000663095,0.00343286,0.00667426
4.65,0.994891,4.99923,-0.00392965,0.0969514,0.000721063,0.00343949,0.00579683
4.66,0.99483,4.99919,-0.00296014,0.0979896,0.000769849,0.0034467,0.00487861
4.67,0.994823,4.99916,-0.00198024,0.0980202,0.000809146,0.0034544,0.00392965
4.68,0.994868,4.99914,-0.00100004,0.0970632,0.000838747,0.00346249,0.00296014
4.69,0.994964,4.99913,-2.94E-05,0.0951479,0.00085855,0.00347088,0.00198024
4.7,0.995109,4.99913,0.000922072,0.0923125,0.00086855,0.00347946,0.00100004
4.71,0.995301,4.99914,0.0018452,0.0886035,0.000868844,0.00348815,2.94E-05
4.72,0.995537,4.99916,0.00273123,0.0840753,0.000859623,0.00349684,-0.000922072
4.73,0.995813,4.99919,0.00357198,0.0787894,0.000841171,0.00350543,-0.0018452
4.74,0.996126,4.99922,0.00435988,0.0728138,0.000813859,0.00351385,-0.00273123
4.75,0.996472,4.99927,0.00508802,0.0662217,0.000778139,0.00352198,-0.00357198
4.76,0.996846,4.99932,0.00575023,0.0590916,0.000734541,0.00352977,-0.00435988
4.77,0.997246,4.99937,0.00634115,0.0515055,0.00068366,0.00353711,-0.00508802
4.78,0.997665,4.99944,0.0068562,0.0435488,0.000626158,0.00354395,-0.00575023
4.79,0.998099,4.99951,0.00729169,0.0353087,0.000562747,0.00355021,-0.00634115
4.8,0.998545,4.99958,0.00764478,0.0268739,0.000494184,0.00355584,-0.0068562
4.81,0.998996,4.99966,0.00791352,0.0183333,0.000421268,0.00356078,-0.00729169
4.82,0.999448,4.99973,0.00809685,0.00977542,0.00034482,0.00356499,-0.00764478
4.83,0.999897,4.99982,0.00819461,0.00128703,0.000265685,0.00356844,-0.00791352
4.84,1.00034,4.9999,0.00820748,-0.00704718,0.000184716,0.0035711,-0.00809685
4.85,1.00077,4.99998,0.008137,-0.0151457,0.00010277,0.00357294,-0.00819461
4.86,1.00118,5.00006,0.00798555,-0.022931,2.07E-05,0.00357397,-0.00820748
4.87,1.00157,5.00014,0.00775624,-0.03033,-6.07E-05,0.00357418,-0.008137
4.88,1.00194,5.00022,0.00745294,-0.0372752,-0.00014053,0.00357357,-0.00798555
4.89,1.00228,5.00029,0.00708018,-0.0437046,-0.000218093,0.00357217,-0.00775624
4.9,1.0026,5.00036,0.00664314,-0.0495631,-0.000292622,0.00356998,-0.00745294
4.91,1.00288,5.00043,0.00614751,-0.0548021,-0.000363424,0.00356706,-0.00708018
4.92,1.00312,5.00049,0.00559949,-0.0593806,-0.000429855,0.00356342,-0.00664314
4.93,1.00333,5.00055,0.00500568,-0.0632648,-0.00049133,0.00355913,-0.00614751
4.94,1.0035,5.0006,0.00437303,-0.066429,-0.000547325,0.00355421,-0.00559949
4.95,1.00363,5.00064,0.00370874,-0.0688552,-0.000597382,0.00354874,-0.00500568
4.96,1.00373,5.00068,0.00302019,-0.0705335,-0.000641112,0.00354277,-0.00437303
4.97,1.00378,5.00071,0.00231485,-0.0714616,-0.0006782,0.00353635,-0.00370874
4.98,1.00379,5.00073,0.00160024,-0.0716453,-0.000708402,0.00352957,-0.00302019
4.99,1.00377,5.00075,0.000883785,-0.0710976,-0.00073155,0.00352249,-0.00231485
5,1.00371,5.00076,0.000172809,-0.0698389,-0.000747552,0.00351517,-0.00160024
5.01,1.00361,5.00076,-0.00052558,-0.0678966,-0.00075639,0.0035077,-0.000883785
5.02,1.00348,5.00075,-0.00120455,-0.0653043,-0.000758118,0.00350013,-0.000172809
5.03,1.00331,5.00074,-0.00185759,-0.0621017,-0.000752863,0.00349255,0.00052558
5.04,1.00311,5.00072,-0.00247861,-0.058334,-0.000740817,0.00348502,0.00120455
5.05,1.00289,5.0007,-0.00306195,-0.0540511,-0.000722241,0.00347762,0.00185759
5.06,1.00264,5.00067,-0.00360246,-0.0493072,-0.000697455,0.00347039,0.00247861
5.07,1.00238,5.00063,-0.00409553,-0.0441599,-0.000666836,0.00346342,0.00306195
5.08,1.00209,5.00059,-0.00453713,-0.0386701,-0.000630811,0.00345675,0.00360246
5.09,1.00179,5.00054,-0.00492383,-0.0329004,-0.000589856,0.00345044,0.00409553
5.1,1.00147,5.0005,-0.00525283,-0.0269153,-0.000544485,0.00344454,0.00453713
